case,stage,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_chi2_increase_abs,v21_chi2_inflation_ratio,v21_inlier_ratio_delta,v22_dynamic_occlusion_residual_hazard,v23_current_segment_evidence,v23_segment_active,v23_recent_evidence_hits,v23_active_until_frame
whalfsphere_v22_default_current,track_local_map_post_pose,984,1,,accepted_residual_verified,0.018481,0.016968,1.960550,150,0.032227,0.032227,0.027499,1.013875,-0.006849,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,989,1,,accepted_residual_verified,0.019300,0.018000,1.858933,227,0.044922,0.023438,0.001533,1.001033,-0.008969,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,994,1,,accepted_residual_verified,0.018550,0.018000,1.378084,162,0.033529,0.029297,0.003730,1.001649,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,995,1,,accepted_v22_pose_chain_context,0.021960,0.018000,1.573129,135,0.030924,0.020182,0.177969,1.070041,-0.081481,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,997,1,,accepted_residual_verified,0.018008,0.018000,1.289987,207,0.041992,0.029948,0.000057,1.000027,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,998,1,,accepted_residual_verified,0.022204,0.018000,1.566593,174,0.032227,0.031901,0.341362,1.144836,-0.040462,0,,,,
whalfsphere_v23_default,track_local_map_post_pose,7,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.047947,0.018000,3.742541,108,0.020508,0.049154,21.858038,10.503764,-0.644231,1,1,0,1,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,20,1,,accepted_residual_verified,0.020041,0.018000,1.562025,158,0.030599,0.045573,0.077238,1.045679,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,23,1,,accepted_v23_pose_chain_context,0.027234,0.018000,2.121445,166,0.030273,0.036784,0.684450,1.386061,-0.080247,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,24,1,,accepted_residual_verified,0.020205,0.018000,1.572917,181,0.031250,0.044596,0.057797,1.037550,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,28,1,,accepted_residual_verified,0.024051,0.018000,1.872324,154,0.027669,0.058919,0.746162,1.587460,-0.020270,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,29,1,,accepted_v23_pose_chain_context,0.025261,0.018000,1.958688,169,0.031901,0.053711,0.831643,1.573494,-0.078788,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,40,1,,accepted_residual_verified,0.019863,0.018000,1.390663,156,0.025716,0.043620,0.069305,1.055048,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,41,1,,accepted_v23_pose_chain_context,0.033668,0.018000,2.357228,146,0.025391,0.044922,4.200335,2.972994,-0.133803,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,43,1,,accepted_residual_verified,0.024297,0.018000,1.701121,168,0.030599,0.039062,0.570681,1.415746,-0.042945,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,46,1,,accepted_v23_pose_chain_context,0.029201,0.018000,1.969189,202,0.035156,0.038737,1.390900,2.099482,-0.113990,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,54,1,,accepted_v23_pose_chain_context,0.047187,0.018000,3.507826,249,0.046875,0.013672,15.882510,8.423965,-0.314516,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,56,1,,accepted_v23_pose_chain_context,0.044095,0.018000,3.227112,186,0.034505,0.044271,4.924814,3.280528,-0.301075,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,61,1,,accepted_residual_verified,0.023053,0.018000,1.687165,176,0.030599,0.061198,0.366275,1.222228,-0.028736,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,63,1,,accepted_v23_pose_chain_context,0.029166,0.018000,2.076878,155,0.028646,0.054036,2.698671,2.844761,-0.186667,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,64,1,,accepted_residual_verified,0.021963,0.018000,1.564007,165,0.028971,0.052734,0.277851,1.146216,-0.044872,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,75,1,,accepted_v23_pose_chain_context,0.028598,0.018000,2.036411,83,0.017253,0.078125,1.405044,1.506147,-0.179487,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,76,1,,accepted_v23_pose_chain_context,0.028660,0.018000,1.999475,122,0.022461,0.079753,1.358660,1.574704,-0.115044,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,79,1,,accepted_residual_verified,0.021895,0.018000,1.447133,164,0.031250,0.046224,0.033463,1.013774,-0.012195,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,82,1,,accepted_v23_pose_chain_context,0.031237,0.018000,1.983143,89,0.017253,0.089193,4.449875,2.848116,-0.277108,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,83,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.033762,0.018000,2.118951,115,0.020833,0.058594,5.546917,3.430498,-0.309735,1,1,0,1,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,85,1,,accepted_v23_pose_chain_context,0.031261,0.018000,1.889852,105,0.019857,0.067383,1.375256,1.653155,-0.086538,0,0,0,1,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,86,1,,accepted_residual_verified,0.019672,0.018000,1.189237,75,0.013346,0.084635,-0.045822,0.980430,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,87,1,,accepted_v23_pose_chain_context,0.028734,0.018000,1.737071,65,0.010742,0.084635,0.952449,1.342795,-0.111111,0,0,0,1,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,88,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.034817,0.018000,2.028208,88,0.016276,0.086263,5.482705,3.366933,-0.333333,1,1,1,2,94
whalfsphere_v23_default,track_local_map_post_pose,89,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.041581,0.018000,2.393788,92,0.018880,0.069661,7.321722,4.811547,-0.434783,1,1,1,3,95
whalfsphere_v23_default,track_local_map_post_pose,90,1,,accepted_residual_verified,0.022440,0.018000,1.276755,95,0.017578,0.069987,0.160699,1.064809,-0.032258,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,91,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.028094,0.018000,1.580929,125,0.022135,0.073242,0.917390,1.499807,-0.096774,0,0,1,3,97
whalfsphere_v23_default,track_local_map_post_pose,92,1,,accepted_residual_verified,0.024395,0.018000,1.372800,157,0.024414,0.033203,0.310309,1.157812,-0.038217,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,93,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.025913,0.018000,1.448771,152,0.028971,0.036458,0.626724,1.288565,-0.060000,0,0,1,2,99
whalfsphere_v23_default,track_local_map_post_pose,94,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.035471,0.018000,1.983122,154,0.027995,0.037760,4.466383,3.060041,-0.150327,0,0,1,2,100
whalfsphere_v23_default,track_local_map_post_pose,95,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.039180,0.018000,2.190456,164,0.027995,0.021810,11.481377,5.941783,-0.226994,0,0,1,2,101
whalfsphere_v23_default,track_local_map_post_pose,96,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.028509,0.018000,1.583822,161,0.028646,0.026042,3.632788,2.595323,-0.165605,0,0,1,2,102
whalfsphere_v23_default,track_local_map_post_pose,97,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.029386,0.018000,1.632565,145,0.025716,0.027018,2.806213,2.763666,-0.083916,0,0,1,1,102
whalfsphere_v23_default,track_local_map_post_pose,100,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.026515,0.018000,1.473070,209,0.035482,0.036133,0.627561,1.330333,-0.067633,0,0,1,0,102
whalfsphere_v23_default,track_local_map_post_pose,107,1,,accepted_residual_verified,0.020453,0.018000,1.136266,204,0.034180,0.025716,0.017418,1.008030,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,108,1,,accepted_residual_verified,0.018505,0.018000,1.028063,299,0.049154,0.031576,0.003761,1.002161,-0.003367,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,119,1,,accepted_v23_pose_chain_context,0.029152,0.018000,1.634135,256,0.044271,0.021484,1.576510,1.737021,-0.133333,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,121,1,,accepted_v23_pose_chain_context,0.029935,0.018000,1.694786,232,0.042643,0.020508,1.139015,1.461320,-0.135371,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,136,1,,accepted_residual_verified,0.020356,0.018000,1.244790,265,0.046224,0.002279,0.136027,1.072365,-0.022642,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,157,1,,accepted_residual_verified,0.018172,0.018000,1.280367,262,0.046549,0.000000,0.000264,1.000122,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,177,1,,accepted_v23_pose_chain_context,0.022644,0.018000,1.372704,269,0.048828,0.004883,0.661511,1.420157,-0.059480,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,184,1,,accepted_v23_pose_chain_context,0.038094,0.018000,2.121994,249,0.047526,0.005859,13.543226,9.067075,-0.475806,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,185,1,,accepted_v23_pose_chain_context,0.039666,0.018000,2.203692,211,0.041667,0.000000,11.057370,6.778330,-0.440758,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,186,1,,accepted_v23_pose_chain_context,0.030147,0.018000,1.674857,237,0.043620,0.002930,4.081327,3.356722,-0.248945,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,188,1,,accepted_v23_pose_chain_context,0.039662,0.018000,2.203459,264,0.049479,0.003906,13.080602,7.575258,-0.481061,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,209,1,,accepted_v23_pose_chain_context,0.022039,0.018000,1.224364,254,0.049805,0.000000,0.470663,1.270951,-0.055118,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,210,1,,accepted_residual_verified,0.019554,0.018000,1.086318,242,0.047526,0.000000,0.072554,1.043302,-0.004132,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,213,1,,accepted_residual_verified,0.022382,0.018000,1.243439,311,0.049805,0.000000,0.512953,1.309571,-0.045016,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,220,1,,accepted_v23_pose_chain_context,0.027834,0.018000,1.798842,263,0.041667,0.000000,2.132984,2.214325,-0.182510,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,221,1,,accepted_v23_pose_chain_context,0.027001,0.018000,1.744971,235,0.040039,0.000000,1.810536,1.968375,-0.136170,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,226,1,,accepted_residual_verified,0.026580,0.018000,1.629511,88,0.015951,0.000326,0.475748,1.205782,-0.022727,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,227,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.053139,0.018000,3.152738,127,0.023763,0.054036,18.645554,10.015393,-0.531746,1,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,231,1,,accepted_v23_pose_chain_context,0.026857,0.018000,1.646508,134,0.022786,0.064453,1.658141,1.849413,-0.146154,0,0,0,0,102
whalfsphere_v23_default,track_local_map_post_pose,232,1,,accepted_v23_pose_chain_context,0.036786,0.018000,2.255211,52,0.012044,0.070312,3.278095,2.693908,-0.235294,0,1,0,1,102
whalfsphere_v23_default,track_local_map_post_pose,233,1,,accepted_v23_pose_chain_context,0.030014,0.018000,1.990748,73,0.014323,0.041341,7.435633,4.262764,-0.394366,0,0,0,1,102
whalfsphere_v23_default,track_local_map_post_pose,234,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.046061,0.018000,2.823769,108,0.021810,0.046549,191.640805,79.459893,-0.962617,1,1,1,2,240
whalfsphere_v23_default,track_local_map_post_pose,235,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.048015,0.018000,2.848729,90,0.019531,0.043620,216.748330,78.330410,-0.901235,1,1,1,3,241
whalfsphere_v23_default,track_local_map_post_pose,236,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.044669,0.018000,2.650203,66,0.014323,0.067057,37.784784,14.895780,-0.878788,1,1,1,4,242
whalfsphere_v23_default,track_local_map_post_pose,237,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.069337,0.018000,4.113712,55,0.012695,0.055339,160.467436,58.573039,-0.981818,1,1,1,5,243
whalfsphere_v23_default,track_local_map_post_pose,238,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.054821,0.018000,3.132792,99,0.017904,0.045898,150.514226,71.328704,-0.969697,1,1,1,6,244
whalfsphere_v23_default,track_local_map_post_pose,239,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.056137,0.018000,3.130544,89,0.018880,0.060872,83.363842,35.349062,-0.977273,1,1,1,7,245
whalfsphere_v23_default,track_local_map_post_pose,240,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.051170,0.018000,2.853573,118,0.024740,0.054362,50.698716,24.046960,-0.888889,1,1,1,8,246
whalfsphere_v23_default,track_local_map_post_pose,245,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.029701,0.018000,1.690694,181,0.036784,0.042643,2.439554,2.031158,-0.201117,0,0,1,4,251
whalfsphere_v23_default,track_local_map_post_pose,246,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.030628,0.018000,1.701534,102,0.025065,0.023438,4.001915,2.405079,-0.316832,0,0,1,3,252
whalfsphere_v23_default,track_local_map_post_pose,247,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.043306,0.018000,2.405882,168,0.035807,0.017253,31.278225,13.210316,-0.684524,0,0,1,2,253
whalfsphere_v23_default,track_local_map_post_pose,248,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.037142,0.018000,2.063415,156,0.031576,0.048503,8.277696,4.003274,-0.509677,0,0,1,1,253
whalfsphere_v23_default,track_local_map_post_pose,250,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.023784,0.018000,1.321317,226,0.044271,0.034831,0.874163,1.405040,-0.116071,0,0,1,0,253
whalfsphere_v23_default,track_local_map_post_pose,252,1,,accepted_residual_verified,0.018077,0.018000,1.004278,249,0.049805,0.027018,0.001015,1.000435,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,253,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.032192,0.018000,1.788465,211,0.041667,0.027669,5.943912,3.616928,-0.369668,0,0,1,0,253
whalfsphere_v23_default,track_local_map_post_pose,262,1,,accepted_residual_verified,0.020392,0.018000,0.860048,261,0.046549,0.025391,0.072461,1.034970,-0.026820,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,263,1,,accepted_residual_verified,0.019419,0.018000,0.819030,235,0.044596,0.028646,0.029333,1.011890,-0.004255,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,264,1,,accepted_v23_pose_chain_context,0.038272,0.018000,1.420370,265,0.048177,0.032227,7.393317,4.711484,-0.397727,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,265,1,,accepted_v23_pose_chain_context,0.021458,0.018000,0.905033,224,0.043945,0.038086,0.241489,1.106985,-0.053571,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,266,1,,accepted_residual_verified,0.018083,0.018000,0.934435,215,0.036133,0.036784,-0.000069,0.999971,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,272,1,,accepted_v23_pose_chain_context,0.025372,0.018000,1.483973,242,0.045573,0.008464,1.616081,1.689546,-0.148760,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,313,1,,accepted_v23_pose_chain_context,0.023038,0.018000,1.496537,304,0.047852,0.029297,0.866254,1.392113,-0.101974,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,326,1,,accepted_residual_verified,0.018209,0.018000,1.011176,135,0.030599,0.015951,0.001819,1.000663,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,327,1,,accepted_residual_verified,0.019072,0.018000,1.059571,236,0.049479,0.018880,0.028814,1.013691,-0.008475,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,435,1,,accepted_v23_pose_chain_context,0.033004,0.018000,2.348323,273,0.049479,0.038411,4.685876,2.914921,-0.345865,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,436,1,,accepted_v23_pose_chain_context,0.030440,0.018000,2.136073,262,0.047526,0.043294,3.302124,2.267605,-0.250000,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,445,1,,accepted_v23_pose_chain_context,0.030001,0.018000,1.783614,246,0.043945,0.004232,6.117357,4.009800,-0.394309,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,448,1,,accepted_residual_verified,0.018992,0.018000,1.147138,288,0.047526,0.029297,0.025278,1.010347,-0.010490,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,449,1,,accepted_v23_pose_chain_context,0.025095,0.018000,1.515780,243,0.041341,0.024414,2.187913,1.893741,-0.232365,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,451,1,,accepted_v23_pose_chain_context,0.022462,0.018000,1.290846,151,0.028646,0.034180,0.782661,1.272989,-0.101351,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,454,1,,accepted_v23_pose_chain_context,0.027908,0.018000,1.672966,246,0.041016,0.061849,2.552029,2.134658,-0.213675,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,455,1,,accepted_v23_pose_chain_context,0.025542,0.018000,1.531106,234,0.042643,0.009766,2.993949,2.590564,-0.202586,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,456,1,,accepted_v23_pose_chain_context,0.026571,0.018000,1.592796,230,0.039388,0.014323,2.640481,2.208696,-0.208889,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,457,1,,accepted_residual_verified,0.021233,0.018000,1.272858,199,0.035482,0.019206,0.271370,1.125943,-0.046392,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,461,1,,accepted_v23_pose_chain_context,0.034312,0.018000,1.975904,241,0.044271,0.045898,7.182942,4.149577,-0.487288,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,462,1,,accepted_v23_pose_chain_context,0.039900,0.018000,2.269351,194,0.035482,0.049479,11.853704,5.836222,-0.607330,0,0,0,0,253
